pxd	run	tissue_mlm	confidence_mlm	tissue_llm	is_agree	is_in_mlm_vocab	lin_similarity	concordance_tier	disease_state_llm
PXD052949	QE002209_DailyQC_1fmol_DDA	Lymph node	0.1149	breast; ovary; cervix; endometrium	False	True	0.309	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002210_GM_AZ-22-02_Akt1_117ng	Oviduct	0.0914	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002211_GM_AZ-23-02_Akt1_117ng	Oviduct	0.0855	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002212_GM_AZ-08-01_Akt1_117ng	Stomach	0.1379	breast; ovary; cervix; endometrium	False	True	0.2602	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002213_GM_AZ-06-02_Akt1_117ng	Oviduct	0.0852	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002214_GM_AZ-07-01_Akt1_117ng	Oviduct	0.0908	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002215_DailyQC_1fmol_DDA	Skeletal muscle	0.0398	breast; ovary; cervix; endometrium	False	True	0.2583	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002216_GM_AZ-09-01_Akt1_117ng	Salivary gland	0.138	breast; ovary; cervix; endometrium	False	True	0.2374	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002217_GM_AZ-12-01_Akt1_117ng	Kidney	0.0639	breast; ovary; cervix; endometrium	False	True	0.7188	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002218_GM_AZ-14-02_Akt1_117ng	Salivary gland	0.1381	breast; ovary; cervix; endometrium	False	True	0.2374	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002219_GM_AZ-07-02_Akt2_117ng	Oviduct	0.0897	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002220_GM_AZ-08-02_Akt2_117ng	Placenta	0.1033	breast; ovary; cervix; endometrium	False	True	0.8014	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002221_DailyQC_1fmol_DDA	Salivary gland	0.1465	breast; ovary; cervix; endometrium	False	True	0.2374	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002222_GM_AZ-09-02_Akt2_117ng	Urinary bladder	0.0701	breast; ovary; cervix; endometrium	False	True	0.7642	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002223_GM_AZ-16-02_Akt2_117ng	Stomach	0.172	breast; ovary; cervix; endometrium	False	True	0.2602	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002224_GM_AZ-19-02_Akt2_117ng	Placenta	0.1259	breast; ovary; cervix; endometrium	False	True	0.8014	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002225_GM_AZ-22-02_Akt2_117ng	Oviduct	0.0908	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002226_GM_AZ-23-02_Akt2_117ng	Oviduct	0.0808	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002227_DailyQC_1fmol_DDA	Salivary gland	0.0493	breast; ovary; cervix; endometrium	False	True	0.2374	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002228_GM_AZ-08-01_Akt2_117ng	Oviduct	0.0896	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002229_GM_AZ-06-02_Akt2_117ng	Oviduct	0.1089	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002230_GM_AZ-07-01_Akt2_117ng	Oviduct	0.0954	breast; ovary; cervix; endometrium	False	True	0.8083	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002231_GM_AZ-09-01_Akt2_117ng	Urinary bladder	0.0819	breast; ovary; cervix; endometrium	False	True	0.7642	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002232_GM_AZ-12-01_Akt2_117ng	Kidney	0.0738	breast; ovary; cervix; endometrium	False	True	0.7188	Near-Agreement (Subpart / Secretome)	breast cancer; female reproductive organ cancer
PXD052949	QE002233_GM_AZ-14-02_Akt2_117ng	Liver	0.0862	breast; ovary; cervix; endometrium	False	True	0.2934	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD052949	QE002234_DailyQC_1fmol_DDA	Colon	0.0506	breast; ovary; cervix; endometrium	False	True	0.2573	Distant Concordance (Organ System)	breast cancer; female reproductive organ cancer
PXD053105	LM05068	Testis	0.0477	breast	False	False	0.1817	True Conflict	breast cancer
PXD053105	LM05069	Kidney	0.0599	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05070	Kidney	0.0684	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05071	Monocytes	0.0594	breast	False	False	0.3169	True Conflict	breast cancer
PXD053105	LM05072	Kidney	0.0488	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05073	Kidney	0.0545	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05074	Ovary	0.0613	breast	False	False	0.1961	True Conflict	breast cancer
PXD053105	LM05075	Monocytes	0.054	breast	False	False	0.3169	True Conflict	breast cancer
PXD053105	LM05076	Kidney	0.0687	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05077	Monocytes	0.0641	breast	False	False	0.3169	True Conflict	breast cancer
PXD053105	LM05078	Kidney	0.0546	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05079	Kidney	0.0544	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05080	Testis	0.0598	breast	False	False	0.1817	True Conflict	breast cancer
PXD053105	LM05081	Testis	0.0562	breast	False	False	0.1817	True Conflict	breast cancer
PXD053105	LM05082	Monocytes	0.0529	breast	False	False	0.3169	True Conflict	breast cancer
PXD053105	LM05084	Testis	0.0627	breast	False	False	0.1817	True Conflict	breast cancer
PXD053105	LM05085	Ovary	0.0627	breast	False	False	0.1961	True Conflict	breast cancer
PXD053105	LM05086	Testis	0.073	breast	False	False	0.1817	True Conflict	breast cancer
PXD053105	LM05087	Ovary	0.0896	breast	False	False	0.1961	True Conflict	breast cancer
PXD053105	LM05088	Kidney	0.0649	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05089	Monocytes	0.0709	breast	False	False	0.3169	True Conflict	breast cancer
PXD053105	LM05090	Kidney	0.0604	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05092	Testis	0.0551	breast	False	False	0.1817	True Conflict	breast cancer
PXD053105	LM05093	Ovary	0.0522	breast	False	False	0.1961	True Conflict	breast cancer
PXD053105	LM05094	Heart	0.07	breast	False	False	0.4034	Distant Concordance (Organ System)	breast cancer
PXD053105	LM05095	Endometrium	0.0836	breast	False	False	0.1787	True Conflict	breast cancer
PXD053105	LM05096	Ovary	0.0729	breast	False	False	0.1961	True Conflict	breast cancer
PXD053138	j10_eb10331	Endometrium	0.0505	blood; colon	False	True	0.1363	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j11_eb10332	Bone marrow	0.0482	blood; colon	False	True	0.2214	True Conflict	chronic myeloid leukemia; colorectal cancer
PXD053138	j12_eb10333	Tonsil	0.0393	blood; colon	False	True	0.2585	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j1_eb10322	Monocytes	0.047	blood; colon	False	True	0.2084	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j2_eb10323	Kidney	0.0566	blood; colon	False	True	0.2428	True Conflict	chronic myeloid leukemia; colorectal cancer
PXD053138	j3_eb10324	Monocytes	0.0649	blood; colon	False	True	0.2084	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j4_eb10325	Monocytes	0.0462	blood; colon	False	True	0.2084	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j5_eb10326	Endometrium	0.0584	blood; colon	False	True	0.1363	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j6_eb10327	Skeletal muscle	0.0434	blood; colon	False	True	0.286	True Conflict	chronic myeloid leukemia; colorectal cancer
PXD053138	j7_eb10328	Skeletal muscle	0.039	blood; colon	False	True	0.286	True Conflict	chronic myeloid leukemia; colorectal cancer
PXD053138	j8_eb10329	B-cells	0.0511	blood; colon	False	True	0.1952	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053138	j9_eb10330	Testis	0.0511	blood; colon	False	True	0.0826	True Conflict	chronic myeloid leukemia; colorectal cancer
PXD053138	l1_eb11038	B-cells	0.0458	blood; colon	False	True	0.1952	Distant Concordance (Organ System)	chronic myeloid leukemia; colorectal cancer
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/C1RS20160323_SK_Huh7_Cw1_Rep_W632_3	Kidney	0.0604	liver	False	True	0.7611	Near-Agreement (Subpart / Secretome)	hepatocellular carcinoma; normal
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/C1RS20160323_SK_Huh7_Cw1_W632_4	Bone marrow	0.0412	liver	False	True	0.4121	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/C1RS20160323_SK_Huh7_Cw1_W632_6	Skeletal muscle	0.0389	liver	False	True	0.5155	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/C1RS20160331_SK_Huh7_W632_3	Liver	0.059	liver	True	True	1.0	Exact Match	hepatocellular carcinoma; normal
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/C1RS20160331_SK_Huh7_W632_4	Testis	0.0635	liver	False	True	0.2116	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/F1RS20160613_SK_DIA_375_675_Huh7	Testis	0.0686	liver	False	True	0.2116	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053264	/public/conode53/AIRFLOW/temp/PXD053264/diann/F1RS20160613_SK_DIA_375_675_Huh7_Cw1_Rep	Testis	0.072	liver	False	True	0.2116	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053264	N.Proteotypic.Sequences	Testis	0.0846	liver	False	True	0.2116	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053264	N.Sequences	Testis	0.0893	liver	False	True	0.2116	Distant Concordance (Organ System)	hepatocellular carcinoma; normal
PXD053405	a21947	Kidney	0.0968	lung	False	True	0.3496	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	a21948	Monocytes	0.1257	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	a21949	Monocytes	0.1303	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	a21950	Bone marrow	0.0955	lung	False	True	0.3044	True Conflict	lung cancer; non-small cell lung carcinoma
PXD053405	a21951	Bone marrow	0.1057	lung	False	True	0.3044	True Conflict	lung cancer; non-small cell lung carcinoma
PXD053405	a21952	Lung	0.0968	lung	True	True	1.0	Exact Match	lung cancer; non-small cell lung carcinoma
PXD053405	a21954	Monocytes	0.124	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	a21955	Monocytes	0.1128	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05924	Kidney	0.0583	lung	False	True	0.3496	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05925	Kidney	0.1069	lung	False	True	0.3496	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05926	Placenta	0.0549	lung	False	True	0.29	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05927	Monocytes	0.1034	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05933	Monocytes	0.1155	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05934	Monocytes	0.1138	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05935	Bone marrow	0.1112	lung	False	True	0.3044	True Conflict	lung cancer; non-small cell lung carcinoma
PXD053405	ea05936	Monocytes	0.1097	lung	False	True	0.2861	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053405	ea05938	Kidney	0.0666	lung	False	True	0.3496	Distant Concordance (Organ System)	lung cancer; non-small cell lung carcinoma
PXD053474	20240110-Whole-cell-DIA-input	Bone marrow	0.1131	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240110-Whole-cell-Lactylation	Bone marrow	0.1437	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240110-Whole-cell-Lactylation-DIA	Bone marrow	0.1391	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240110-Whole-cell-Lactylation-DIA-NoFrac	Kidney	0.0458	colon	False	True	0.2428	True Conflict	colon carcinoma
PXD053474	20240110-Whole-cell-Lactylation-NoFrac	Bone marrow	0.1206	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240110-Whole-cell-input	Bone marrow	0.1146	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240111-Cytoplasm-DIA-input	Bone marrow	0.1003	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240111-Cytoplasm-Lactylation	Testis	0.1038	colon	False	True	0.0826	True Conflict	colon carcinoma
PXD053474	20240111-Cytoplasm-Lactylation-DIA	Kidney	0.0543	colon	False	True	0.2428	True Conflict	colon carcinoma
PXD053474	20240111-Cytoplasm-input	Kidney	0.127	colon	False	True	0.2428	True Conflict	colon carcinoma
PXD053474	20240112-Nucleus-DIA-input	Bone marrow	0.1864	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240112-Nucleus-Lactylation	Bone marrow	0.1338	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240112-Nucleus-Lactylation-DIA	Small intestine	0.0474	colon	False	True	0.814	Near-Agreement (Subpart / Secretome)	colon carcinoma
PXD053474	20240112-Nucleus-input	Bone marrow	0.1374	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240114-Mitochondria-DIA-input	Bone marrow	0.1041	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240114-Mitochondria-Lactylation	Bone marrow	0.1036	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240114-Mitochondria-Lactylation-DIA	B-cells	0.0439	colon	False	True	0.1952	Distant Concordance (Organ System)	colon carcinoma
PXD053474	20240114-Mitochondria-input	Kidney	0.0937	colon	False	True	0.2428	True Conflict	colon carcinoma
PXD053474	20240116-Membrane-DIA-input-2	Testis	0.0945	colon	False	True	0.0826	True Conflict	colon carcinoma
PXD053474	20240116-Membrane-Lactylation	Bone marrow	0.124	colon	False	True	0.2214	True Conflict	colon carcinoma
PXD053474	20240116-Membrane-Lactylation-DIA	Testis	0.0461	colon	False	True	0.0826	True Conflict	colon carcinoma
PXD053474	20240116-Membrane-input-2	Kidney	0.121	colon	False	True	0.2428	True Conflict	colon carcinoma
PXD053783	221115_XiaoDan_XZ-5355_1	Kidney	0.1209	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_10	Kidney	0.1259	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_11	Kidney	0.1277	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_12	Kidney	0.1212	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_13	Kidney	0.1267	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_14	Kidney	0.1123	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_15	Kidney	0.1317	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_16	Kidney	0.131	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_2	Kidney	0.1234	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_3	Kidney	0.1136	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_4	Kidney	0.1186	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_5	Kidney	0.1169	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_6	Kidney	0.1054	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_7	Kidney	0.1132	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_8	Kidney	0.108	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	221115_XiaoDan_XZ-5355_9	Kidney	0.1156	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_1	Monocytes	0.1018	breast	False	False	0.3169	True Conflict	breast cancer
PXD053783	230227_XZ-5884_10	Kidney	0.0949	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_11	Monocytes	0.0964	breast	False	False	0.3169	True Conflict	breast cancer
PXD053783	230227_XZ-5884_12	Kidney	0.0952	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_13	Lung	0.0981	breast	False	False	0.2942	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_14	Kidney	0.1102	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_15	Kidney	0.1111	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_16	Kidney	0.0966	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_17	Monocytes	0.1026	breast	False	False	0.3169	True Conflict	breast cancer
PXD053783	230227_XZ-5884_18	Kidney	0.1067	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_19	Kidney	0.094	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_2	Kidney	0.1032	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_20	Kidney	0.0988	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_21	Kidney	0.1037	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_22	Kidney	0.0965	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_23	Kidney	0.0912	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_24	Kidney	0.1048	breast	False	False	0.3014	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_3	Monocytes	0.1019	breast	False	False	0.3169	True Conflict	breast cancer
PXD053783	230227_XZ-5884_4	Lung	0.0961	breast	False	False	0.2942	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_5	Testis	0.0965	breast	False	False	0.1817	True Conflict	breast cancer
PXD053783	230227_XZ-5884_6	Monocytes	0.1104	breast	False	False	0.3169	True Conflict	breast cancer
PXD053783	230227_XZ-5884_7	Lung	0.0934	breast	False	False	0.2942	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_8	Lung	0.1024	breast	False	False	0.2942	Distant Concordance (Organ System)	breast cancer
PXD053783	230227_XZ-5884_9	Monocytes	0.1042	breast	False	False	0.3169	True Conflict	breast cancer
PXD053864	HT1197-PKAF1	Lung	0.1036	bladder	False	False	0.2806	Distant Concordance (Organ System)	bladder cancer
PXD053864	HT1197-PKAF2	Bone marrow	0.0877	bladder	False	False	0.0997	True Conflict	bladder cancer
PXD053864	HT1197-PKAF3	Lung	0.0975	bladder	False	False	0.2806	Distant Concordance (Organ System)	bladder cancer
PXD053864	HT1197-PKH2O1	Lung	0.0912	bladder	False	False	0.2806	Distant Concordance (Organ System)	bladder cancer
PXD053864	HT1197-PKH2O2	Lung	0.0957	bladder	False	False	0.2806	Distant Concordance (Organ System)	bladder cancer
PXD053864	HT1197-PKH2O3	Lung	0.098	bladder	False	False	0.2806	Distant Concordance (Organ System)	bladder cancer
PXD053864	RT4-PKAF1	Bone marrow	0.1027	bladder	False	False	0.0997	True Conflict	bladder cancer
PXD053864	RT4-PKAF2	Bone marrow	0.1134	bladder	False	False	0.0997	True Conflict	bladder cancer
PXD053864	RT4-PKAF3	Liver	0.0852	bladder	False	False	0.5645	Distant Concordance (Organ System)	bladder cancer
PXD053864	RT4-PKH2O1	Testis	0.0644	bladder	False	False	0.0833	True Conflict	bladder cancer
PXD053864	RT4-PKH2O2	Bone marrow	0.1468	bladder	False	False	0.0997	True Conflict	bladder cancer
PXD053864	RT4-PKH2O3	Bone marrow	0.1282	bladder	False	False	0.0997	True Conflict	bladder cancer
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KO4_1	Liver	0.1003	breast	False	False	0.2934	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KO4_2	Kidney	0.1087	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KO4_3	Kidney	0.1027	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KO4_4	Kidney	0.1143	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOL17_1	Kidney	0.1129	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOL17_2	Kidney	0.121	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOL17_3	Kidney	0.1245	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOL17_4	Kidney	0.1112	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOS_1	Kidney	0.1182	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOS_2	Kidney	0.1246	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOS_3	Kidney	0.119	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_KOS_4	Kidney	0.1119	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_WT_1	Liver	0.0922	breast	False	False	0.2934	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_WT_2	Kidney	0.0916	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_WT_3	Lung	0.0942	breast	False	False	0.2942	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3HCC_WT_4	Kidney	0.1114	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_KO3_1	Kidney	0.107	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_KO3_2	Kidney	0.1	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_KO3_3	Kidney	0.1113	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_KO3_4	Kidney	0.1136	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_WT_1	Kidney	0.1128	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_WT_2	Kidney	0.1182	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_WT_3	Kidney	0.1091	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053894	20181218_QEHFX1_ML_KW_EXP3MCF7_WT_4	Kidney	0.1067	breast	False	False	0.3014	Distant Concordance (Organ System)	triple-negative breast carcinoma; breast carcinoma
PXD053942	Ref2382_EM_04_20190724	Testis	0.0553	prostate gland	False	False	0.7307	Near-Agreement (Subpart / Secretome)	prostate adenocarcinoma
PXD053942	Ref2382_EM_05_20190724	Testis	0.0629	prostate gland	False	False	0.7307	Near-Agreement (Subpart / Secretome)	prostate adenocarcinoma
PXD053942	Ref2382_EM_06_20190724	Testis	0.0642	prostate gland	False	False	0.7307	Near-Agreement (Subpart / Secretome)	prostate adenocarcinoma
PXD053942	Ref2382_EM_08_20190724	Testis	0.0646	prostate gland	False	False	0.7307	Near-Agreement (Subpart / Secretome)	prostate adenocarcinoma
PXD053945	oecf5-XJ0856-01	Kidney	0.1067	sarcoma	False	False	0.0	No Graph Connection	epithelioid sarcoma
