pxd,run,coverage,scoring_mode,usable,k,cand_classes,pred_tissue,confidence,assigned,assigned_conf,tissue_source,label_class
PXD010271,61928_PT_S3_6029_A_30Nov13_Samwise_13-07-28,0.1311,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0914,,,hamlet-multi,
PXD010271,61928_PT_S3_6051_A_30Nov13_Samwise_13-07-28,0.154,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0972,,,hamlet-multi,
PXD010271,61928_PT_S3_6057_A_30Nov13_Samwise_13-07-28,0.098,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Testis,0.0554,,,hamlet-multi,
PXD010271,61928_PT_S3_6096_A_30Nov13_Samwise_13-07-28,0.0992,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Stomach,0.0606,,,hamlet-multi,
PXD010271,61928_PT_S3_6172_A_30Nov13_Samwise_13-07-28,0.1256,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.085,Ovary,0.0459,hamlet-multi,
PXD010271,61928_PT_S3_6174_A_30Nov13_Samwise_13-07-28,0.0925,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Stomach,0.0441,,,hamlet-multi,
PXD010271,61928_PT_S3_6195_A_30Nov13_Samwise_13-07-28,0.1602,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0885,,,hamlet-multi,
PXD010271,61928_PT_S3_6196_A_30Nov13_Samwise_13-07-28,0.2051,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0875,,,hamlet-multi,
PXD010271,61928_PT_S3_6211_A_30Nov13_Samwise_13-07-28,0.1241,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0783,,,hamlet-multi,
PXD010271,61928_PT_S3_6212_A_30Nov13_Samwise_13-07-28,0.1592,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1079,,,hamlet-multi,
PXD010271,62276_AC_1_5May14_Samwise_13-07-17,0.0948,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Kidney,0.0723,,,hamlet-multi,
PXD010271,62276_AC_2_5May14_Samwise_13-07-17,0.0378,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Kidney,0.1271,Liver,0.0608,hamlet-multi,
PXD010271,62276_AC_3_5May14_Samwise_13-07-17,0.0759,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Kidney,0.0935,Liver,0.0601,hamlet-multi,
PXD010271,62276_PI_1_5May14_Samwise_13-07-17,0.0998,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.1787,,,hamlet-multi,
PXD010271,62276_PI_2_5May14_Samwise_13-07-17,0.0948,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.2052,,,hamlet-multi,
PXD010271,62276_PI_3_5May14_Samwise_13-07-17,0.1069,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.1669,,,hamlet-multi,
PXD010271,AH_LT_HH_1014_11Sept16_Frodo_16-05-17,0.2002,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9222,Liver,0.9222,hamlet-multi,
PXD010271,AH_LT_HH_1029_11Sept16_Frodo_16-05-17,0.203,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9513,Liver,0.9513,hamlet-multi,
PXD010271,AH_LT_HH_1033_11Sept16_Frodo_16-05-17,0.2012,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9412,Liver,0.9412,hamlet-multi,
PXD010271,AH_LT_HH_1044_11Sept16_Frodo_16-05-17,0.1979,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9255,Liver,0.9255,hamlet-multi,
PXD010271,AH_LT_HH_1050_11Sept16_Frodo_16-05-17,0.2199,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.7482,Liver,0.7482,hamlet-multi,
PXD010271,AH_LT_HH_1062_11Sept16_Frodo_16-05-17-rerun,0.2002,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.8696,Liver,0.8696,hamlet-multi,
PXD010271,AH_LT_HH_1073_11Sept16_Frodo_16-05-17,0.2051,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9256,Liver,0.9256,hamlet-multi,
PXD010271,AH_LT_HH_1087_11Sept16_Frodo_16-05-17,0.1974,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.911,Liver,0.911,hamlet-multi,
PXD010271,AH_LT_HH_987_11Sept16_Frodo_16-05-17,0.192,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.8797,Liver,0.8797,hamlet-multi,
PXD010271,AH_LT_HH_991_11Sept16_Frodo_16-05-17,0.2037,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.8027,Liver,0.8027,hamlet-multi,
PXD010271,AH_LT_UMN_1144_11Sept16_Frodo_16-05-17,0.2081,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9096,Liver,0.9096,hamlet-multi,
PXD010271,AH_LT_UMN_1188_11Sept16_Frodo_16-05-17,0.2194,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.7279,Liver,0.7279,hamlet-multi,
PXD010271,AH_LT_UMN_1228_11Sept16_Frodo_16-05-17,0.2261,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.7123,Liver,0.7123,hamlet-multi,
PXD010271,AH_LT_UMN_1259_11Sept16_Frodo_16-05-17,0.2265,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6857,Liver,0.6857,hamlet-multi,
PXD010271,AH_LT_UMN_1311_11Sept16_Frodo_16-05-17,0.2168,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6449,Liver,0.6449,hamlet-multi,
PXD010271,AH_LT_UMN_1319_11Sept16_Frodo_16-05-17,0.2268,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.5917,Liver,0.5917,hamlet-multi,
PXD010271,AH_LT_UMN_1338_11Sept16_Frodo_16-05-17,0.2051,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.7247,Liver,0.7247,hamlet-multi,
PXD010271,AH_LT_UMN_1348_11Sept16_Frodo_16-05-17,0.2216,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6983,Liver,0.6983,hamlet-multi,
PXD010271,AH_LT_UMN_1350_11Sept16_Frodo_16-05-17,0.2286,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6927,Liver,0.6927,hamlet-multi,
PXD010271,AH_LT_UMN_1370_11Sept16_Frodo_16-05-17,0.2146,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.768,Liver,0.768,hamlet-multi,
PXD010271,AH_LT_UMN_1371_11Sept16_Frodo_16-05-17,0.2283,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.5901,Liver,0.5901,hamlet-multi,
PXD010271,AH_LT_UMN_1401_11Sept16_Frodo_16-05-17,0.2097,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6119,Liver,0.6119,hamlet-multi,
PXD010271,AH_LT_UMN_1427_11Sept16_Frodo_16-05-17,0.2012,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.9005,Liver,0.9005,hamlet-multi,
PXD010271,AH_LT_UMN_1443_11Sept16_Frodo_16-05-17,0.2052,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.7866,Liver,0.7866,hamlet-multi,
PXD010271,AH_LT_UMN_1444_11Sept16_Frodo_16-05-17,0.2298,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6186,Liver,0.6186,hamlet-multi,
PXD010271,AH_LT_UMN_1468_11Sept16_Frodo_16-05-17,0.2042,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.854,Liver,0.854,hamlet-multi,
PXD010271,AH_LT_UMN_1509_11Sept16_Frodo_16-05-17,0.2248,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6533,Liver,0.6533,hamlet-multi,
PXD010271,AH_LT_UMN_1519_11Sept16_Frodo_16-05-17,0.2084,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.6004,Liver,0.6004,hamlet-multi,
PXD010271,AH_LT_UMN_1521_11Sept16_Frodo_16-05-17,0.2121,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.8551,Liver,0.8551,hamlet-multi,
PXD010271,AH_LT_UMN_1522_11Sept16_Frodo_16-05-17,0.2241,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Liver,0.539,Liver,0.539,hamlet-multi,
PXD010271,Alz_FX1P159_Guan_1_26Jul10_Andromeda_10-06-28,0.0704,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6887,Brain,0.6887,hamlet-multi,
PXD010271,Alz_FX1P159_Guan_3_26Jul10_Andromeda_10-06-28,0.0733,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6876,Brain,0.6876,hamlet-multi,
PXD010271,Alz_FX1P159_Guan_Typx2_1_26Jul10_Andromeda_10-06-29,0.0741,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6114,Brain,0.6114,hamlet-multi,
PXD010271,Alz_FX1P159_Guan_Typx2_2_26Jul10_Andromeda_10-06-28,0.0773,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6923,Brain,0.6923,hamlet-multi,
PXD010271,Alz_FX1P159_Guan_Typx2_3_26Jul10_Andromeda_10-06-29,0.0821,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.5621,Brain,0.5621,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_142_23May11_Hawk_11-04-02p,0.0559,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.7261,Brain,0.7261,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_147_20Apr11_Hawk_10-12-03p,0.0746,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6232,Brain,0.6232,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_148_23May11_Hawk_11-04-02p,0.0868,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6043,Brain,0.6043,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_150_23May11_Hawk_11-04-02p,0.0545,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.5093,Brain,0.5093,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_151_11May11_Hawk_11-04-02p,0.035,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1448,Brain,0.1448,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_151_7May11_Hawk_11-04-02p,0.0256,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.2652,Brain,0.2652,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_153_11May11_Hawk_11-04-02p,0.0823,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.5558,Brain,0.5558,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_153_9May11_Hawk_11-04-02p,0.0669,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.5556,Brain,0.5556,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_154_23May11_Hawk_11-04-02p,0.0664,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.4864,Brain,0.4864,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_160_20Apr11_Hawk_10-12-03p,0.0293,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.4146,Brain,0.4146,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_161_20Apr11_Hawk_10-12-03p,0.0592,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.4639,Brain,0.4639,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_161_9May11_Hawk_11-04-02p,0.0569,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.53,Brain,0.53,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_163_26Apr11_Hawk_10-12-03p,0.0557,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.3241,Brain,0.3241,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_171_11May11_Hawk_11-04-02p,0.0279,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.4142,Brain,0.4142,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_175_20Apr11_Hawk_10-12-03p,0.0438,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.5224,Brain,0.5224,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_179_23May11_Hawk_11-04-02p,0.06,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.4456,Brain,0.4456,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_184_20Apr11_Hawk_10-12-03p,0.0677,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6559,Brain,0.6559,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_187_26Apr11_Hawk_10-12-03p,0.0216,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.346,Brain,0.346,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_187_7May11_Hawk_11-04-02p,0.0159,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.2277,Brain,0.2277,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_189_11May11_Hawk_11-04-02p,0.0503,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.6254,Brain,0.6254,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_190_11May11_Hawk_11-04-02p,0.0269,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.2802,Brain,0.2802,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_195_20Apr11_Hawk_10-12-03p,0.0482,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.5684,Brain,0.5684,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_200_22Apr11_Hawk_10-12-03p,0.0313,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.4424,Brain,0.4424,hamlet-multi,
PXD010271,Alz_FX2P57_IMAC_212_11May11_Hawk_11-04-02p,0.0567,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.548,Brain,0.548,hamlet-multi,
PXD010271,CPTAC_OvC_01OV007_NM_19Nov15_Arwen_15-07-13,0.1321,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Adipose tissue,0.1512,Ovary,0.1109,hamlet-multi,
PXD010271,CPTAC_OvC_01OV008_NM_19Nov15_Arwen_15-07-13,0.1435,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0992,Ovary,0.0958,hamlet-multi,
PXD010271,CPTAC_OvC_01OV010_NM_19Nov15_Arwen_15-07-13,0.1597,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Heart,0.3201,Ovary,0.1078,hamlet-multi,
PXD010271,CPTAC_OvC_01OV013_NM_19Nov15_Arwen_15-07-13,0.1716,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Ovary,0.1484,Ovary,0.1484,hamlet-multi,
PXD010271,CPTAC_OvC_01OV017_NM_19Nov15_Arwen_15-07-13,0.2243,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Esophagus,0.2669,Ovary,0.2208,hamlet-multi,
PXD010271,CPTAC_OvC_01OV019_NM_19Nov15_Arwen_15-07-13,0.3246,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1053,Ovary,0.0739,hamlet-multi,
PXD010271,CPTAC_OvC_01OV023_NM_19Nov15_Arwen_15-07-13,0.2375,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Ovary,0.0983,Ovary,0.0983,hamlet-multi,
PXD010271,CPTAC_OvC_01OV024_NM_19Nov15_Arwen_15-07-13,0.1952,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Adipose tissue,0.2372,Ovary,0.1387,hamlet-multi,
PXD010271,CPTAC_OvC_01OV029_NM_19Nov15_Arwen_15-07-13,0.2945,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Oviduct,0.1139,Ovary,0.0864,hamlet-multi,
PXD010271,CPTAC_OvC_01OV039_NM_19Nov15_Arwen_15-07-13,0.2214,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Esophagus,0.2932,Ovary,0.2001,hamlet-multi,
PXD010271,CPTAC_OvC_04OV050_16Mar16_Arwen_16-01-03,0.3991,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0937,,,hamlet-multi,
PXD010271,CPTAC_OvC_04OV051_16Mar16_Arwen_16-01-03,0.3966,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1002,Ovary,0.055,hamlet-multi,
PXD010271,CPTAC_OvC_04OV053_16Mar16_Arwen_16-01-03,0.3852,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0905,Ovary,0.0618,hamlet-multi,
PXD010271,CPTAC_OvC_17OV001_NM_19Nov15_Arwen_15-07-13,0.3792,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1075,Ovary,0.0727,hamlet-multi,
PXD010271,CPTAC_OvC_17OV002_NM_19Nov15_Arwen_15-07-13,0.1169,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Ovary,0.2615,Ovary,0.2615,hamlet-multi,
PXD010271,CPTAC_OvC_17OV003_NM_19Nov15_Arwen_15-07-13,0.2005,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Oviduct,0.1133,Ovary,0.0906,hamlet-multi,
PXD010271,CPTAC_OvC_17OV004_NM_19Nov15_Arwen_15-07-13,0.1627,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Ovary,0.3067,Ovary,0.3067,hamlet-multi,
PXD010271,CPTAC_OvC_17OV005_NM_19Nov15_Arwen_15-07-13,0.1587,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Ovary,0.2492,Ovary,0.2492,hamlet-multi,
PXD010271,CPTAC_OvC_17OV014_19Nov15_Arwen_15-07-13,0.3452,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Urinary bladder,0.0825,Ovary,0.0575,hamlet-multi,
PXD010271,CPTAC_OvC_17OV015_19Nov15_Arwen_15-07-13,0.329,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1008,Ovary,0.0989,hamlet-multi,
PXD010271,CPTAC_OvC_17OV018_19Nov15_Arwen_15-07-13,0.3462,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1232,Ovary,0.0611,hamlet-multi,
PXD010271,CPTAC_OvC_17OV025_16Mar16_Arwen_16-01-03,0.3586,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1027,,,hamlet-multi,
PXD010271,CPTAC_OvC_17OV027_16Mar16_Arwen_16-01-03,0.3537,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0973,,,hamlet-multi,
PXD010271,CPTAC_OvC_17OV028_16Mar16_Arwen_16-01-03,0.4141,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.0972,,,hamlet-multi,
PXD010271,CPTAC_OvC_17OV030_16Mar16_Arwen_16-01-03,0.3848,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Placenta,0.0986,,,hamlet-multi,
PXD010271,CPTAC_OvC_17OV033_16Mar16_Arwen_16-01-03,0.3517,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.094,,,hamlet-multi,
PXD010271,CPTAC_OvC_17OV036_16Mar16_Arwen_16-01-03,0.2873,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.102,Ovary,0.0829,hamlet-multi,
PXD010271,CPTAC_OvC_17OV040_16Mar16_Arwen_16-01-03,0.3455,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1145,Ovary,0.0643,hamlet-multi,
PXD010271,CPTAC_OvC_26OV009_16Mar16_Arwen_16-01-03,0.3751,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Testis,0.1825,Ovary,0.0461,hamlet-multi,
PXD010271,CPTAC_OvC_26OV011_16Mar16_Arwen_16-01-03,0.3536,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Lung,0.1185,Ovary,0.0648,hamlet-multi,
PXD010271,CPTAC_TrypDige_undepleted_normal_19Apr13_Methow_13-02-13,0.0152,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Adipose tissue,0.1271,Ovary,0.0412,hamlet-multi,
PXD010271,DARPA_Mono_SP164116_555_13Nov17_Oak_Jup-17-11-01,0.1938,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3357,,,hamlet-multi,
PXD010271,DARPA_Mono_SP288C9A_137_17Nov17_Oak_Jup-17-11-01,0.1719,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.4563,,,hamlet-multi,
PXD010271,DARPA_Mono_SP2C1D8E_471_20Nov17_Oak_Jup-17-11-01,0.1773,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3878,,,hamlet-multi,
PXD010271,DARPA_Mono_SP4FFF3B_797_8Nov17_Oak_Jup-17-11-01,0.187,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3113,,,hamlet-multi,
PXD010271,DARPA_Mono_SP550403_465_10Nov17_Oak_Jup-17-11-01,0.2134,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3119,,,hamlet-multi,
PXD010271,DARPA_Mono_SP5C5CCC_143_13Nov17_Oak_Jup-17-11-01,0.1943,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3342,,,hamlet-multi,
PXD010271,DARPA_Mono_SP6134DC_537_13Nov17_Oak_Jup-17-11-01,0.2009,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3423,,,hamlet-multi,
PXD010271,DARPA_Mono_SP80746A_543_13Nov17_Oak_Jup-17-11-01,0.1987,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3515,,,hamlet-multi,
PXD010271,DARPA_Mono_SP8636B5_695_13Nov17_Oak_Jup-17-11-01,0.1696,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3473,,,hamlet-multi,
PXD010271,DARPA_Mono_SPB7ACE2_495_8Nov17_Oak_Jup-17-11-01,0.2032,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3107,,,hamlet-multi,
PXD010271,DARPA_Mono_SPC17184_489_10Nov17_Oak_Jup-17-11-01,0.2066,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.2965,,,hamlet-multi,
PXD010271,DARPA_Mono_SPDE5F4C_671_17Nov17_Oak_Jup-17-11-01,0.1786,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.301,,,hamlet-multi,
PXD010271,DARPA_Mono_SPEE2FD2_549_13Nov17_Oak_Jup-17-11-01,0.1954,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3935,,,hamlet-multi,
PXD010271,DARPA_Mono_SPF3201B_689_20Nov17_Oak_Jup-17-11-01,0.178,predict_proba,True,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.3151,,,hamlet-multi,
PXD010271,Darpa_2_human_02_23Jan17_Arwem_16-10-25,0.0186,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Adipose tissue,0.1349,Ovary,0.0372,hamlet-multi,
PXD010271,HCSF_2MP09_N1_1_20Jan10_Griffin_09-11-40,0.01,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Adipose tissue,0.0417,,,hamlet-multi,
PXD010271,HCSF_2MP09_N1_2_10Feb10_Griffin_09-11-39,0.0077,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1138,Brain,0.1138,hamlet-multi,
PXD010271,HCSF_2MP09_N2_1_29Jan10_Griffin_09-11-40,0.0079,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1214,Brain,0.1214,hamlet-multi,
PXD010271,HCSF_2MP09_N3_1_2Feb10_Griffin_09-11-40,0.0079,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1138,Brain,0.1138,hamlet-multi,
PXD010271,HCSF_2MP09_N4_1_25Jan10_Griffin_09-11-40,0.008,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.121,Brain,0.121,hamlet-multi,
PXD010271,HCSF_2MP09_N6_1_25Jan10_Griffin_09-11-40,0.0095,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1237,Brain,0.1237,hamlet-multi,
PXD010271,HCSF_2MP09_N7_1_5Feb10_Griffin_09-11-40,0.0075,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1145,Brain,0.1145,hamlet-multi,
PXD010271,HCSF_2MP09_N8_1_11Feb10_Griffin_09-11-40,0.0094,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Smooth muscle,0.0405,,,hamlet-multi,
PXD010271,HCSF_CNSL06_1_1_2Feb10_Griffin_09-11-40,0.0095,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Adipose tissue,0.0439,,,hamlet-multi,
PXD010271,HCSF_CNSL06_2_1_10Feb10_Griffin_09-11-40,0.0084,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1057,Brain,0.1057,hamlet-multi,
PXD010271,HCSF_CNSL06_4_1_21Jan10_Griffin_09-11-40,0.0129,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.054,,,hamlet-multi,
PXD010271,HCSF_CNSL06_5_1_2Feb10_Griffin_09-11-40,0.0102,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Pituitary gland,0.0533,,,hamlet-multi,
PXD010271,HCSF_MMC06_1_1_24Jan10_Griffin_09-11-40,0.0109,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Brain,0.1163,Brain,0.1163,hamlet-multi,
PXD010271,HCSF_MMC06_2_1_1Feb10_Griffin_09-11-40,0.0077,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Monocytes,0.0608,,,hamlet-multi,
PXD010271,HCSF_MMC07_1_1_25Jan10_Griffin_09-11-40,0.0099,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Skeletal muscle,0.0397,,,hamlet-multi,
PXD010271,HURN_01_run1_9May13_Leopard_13-05-02,0.0271,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Prostate,0.1771,,,hamlet-multi,
PXD010271,HURN_02_run1_9May13_Leopard_13-05-02,0.0209,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Kidney,0.0843,,,hamlet-multi,
PXD010271,HURN_03_run1_13May13_Leopard_13-05-02,0.0304,shap_penalty1,False,3,"['Brain', 'Liver', 'Ovary']",Kidney,0.1319,,,hamlet-multi,
